Alignment	Theta	Pi	TajimasD	nseff
g00476.nucleotide	0.02590612965635329	0.03148538628291221	0.7997952170724283	40.39283746556474
g01340.nucleotide	None	None	None	None
g01130.nucleotide	0.006492345063492266	0.006011332840601134	-0.22375601784968674	41.0
g01691.nucleotide	None	None	None	None
g01303.nucleotide	0.004807396951990963	0.007091932457786116	1.6158580959077524	39.25121951219512
g01323.nucleotide	None	None	None	None
g01243.nucleotide	0.017722349852313753	0.016345768150822303	-0.809074154741386	4.0
g02303.nucleotide	0.00641030804133444	0.00582388241947146	-0.3223245736315242	39.0
g00553_1.nucleotide	0.01411794512900306	0.014925477519616176	0.20801090463107794	39.46524938675388
g00324_1.nucleotide	0.14030925676214745	0.08682039857324492	-1.3837818561680488	32.763888888888886
g01156.nucleotide	0.0041228612657184084	0.005772005772005772	1.8112197613651555	7.0
g01425.nucleotide	None	None	None	None
g00914.nucleotide	0.009931632675030663	0.009290863446878093	-0.22763206511676243	40.990557129367325
g00335_2.nucleotide	0.18742190753852564	0.17346938775510215	-0.4294334847396038	7.428571428571429
g01006.nucleotide	0.25474254742547425	0.25474254742547425	None	2.0
g01241.nucleotide	0.013160011753128273	0.015493010390969567	0.6482647894283986	40.0
g00159.nucleotide	0.006056463239441549	0.006538538883622049	0.264962579385318	41.0
g00485.nucleotide	0.02297593190503087	0.010739338591014478	-2.0186951415846632	31.946519524617997
g01551.nucleotide	None	None	None	None
g00455.nucleotide	0.03859546217158509	0.011899617091651219	-2.5427409464220627	38.12072072072072
g00836.nucleotide	0.007685736068589375	0.006927253329381109	-0.36017114128728545	39.890664729386124
g00863.nucleotide	0.012086487922095743	0.010475192058837988	-0.4823341830807214	41.0
g02078.nucleotide	None	None	None	None
g02216.nucleotide	None	None	None	None
g00666_1.nucleotide	0.019804260763435867	0.018895735144911132	-0.16803979981302405	40.99780861943024
g01944.nucleotide	0.017744166649008245	0.011122233344455563	-1.264046624146891	37.0
g01508.nucleotide	None	None	None	None
g01967.nucleotide	0.013925387579542352	0.005975723622782446	-1.8815425464016458	35.0
g00598.nucleotide	0.14731254147312542	0.1935353535353528	2.037849734742798	5.71969696969697
g01985.nucleotide	0.013125062787563667	0.004349401957230879	-2.2163203479369775	31.0
g01044.nucleotide	0.19391025641025642	0.19391025641025642	None	2.0
g00341_2.nucleotide	0.023418901816720853	0.024408646628060172	0.15883215775787532	33.0
g01807.nucleotide	None	None	None	None
g01965.nucleotide	None	None	None	None
g01304.nucleotide	0.009769422910343039	0.006958834854430287	-1.03687006364442	37.0
g00306.nucleotide	0.010298202514504974	0.007803710265974001	-0.8557186660654283	40.974137931034484
g01061.nucleotide	0.015102740790574443	0.006100671599795943	-2.1061215116507666	37.0
g01873.nucleotide	None	None	None	None
g02038.nucleotide	0.0	0.0	None	2.0
g01506.nucleotide	0.003787878787878788	0.003787878787878788	None	2.0
g01279.nucleotide	0.01721630789158217	0.014182273519163756	-0.6428087246322861	41.0
g00824.nucleotide	0.0569050379085572	0.017708333333333333	-2.618550970147179	23.9625
g01723.nucleotide	None	None	None	None
g01148.nucleotide	0.04807692307692308	0.04807692307692308	None	2.0
g01394.nucleotide	None	None	None	None
g01893.nucleotide	None	None	None	None
g00698.nucleotide	0.01260319854106507	0.015620782726045893	0.8546291759703056	39.817525773195875
g01927.nucleotide	0.0015404877026414761	0.0006629010205913633	-1.0906009544977806	37.689320388349515
g02297.nucleotide	None	None	None	None
g00410.nucleotide	0.0891551159713032	0.09738339021615494	0.5416923700844299	6.972696245733788
g00936.nucleotide	0.009424371866359742	0.005476565134314938	-1.4536321343930234	41.0
g02275.nucleotide	None	None	None	None
g01029.nucleotide	0.009753031034277503	0.012042455744974739	0.8000402499160473	41.0
g01943.nucleotide	None	None	None	None
g02017.nucleotide	0.00411522633744856	0.00411522633744856	None	2.0
g01550.nucleotide	None	None	None	None
g01818.nucleotide	None	None	None	None
g01289.nucleotide	0.009575900419733083	0.009837585523371054	0.09723758550439003	40.0
g01659.nucleotide	None	None	None	None
g01146.nucleotide	0.006483550155004005	0.008383369208111476	1.0518727353837756	13.958762886597938
g02186.nucleotide	None	None	None	None
g00432.nucleotide	0.03410068396188459	0.028696501389182356	-0.5891635454544623	38.59597652975692
g00604.nucleotide	0.09656938268435458	0.12158054711246201	0.7304948366752251	48.0
g02309.nucleotide	0.005335560320712763	0.004435351882160391	-0.5837434357909186	40.0
g01738.nucleotide	None	None	None	None
g00753_2.nucleotide	None	None	None	None
g01552.nucleotide	0.007184669967053157	0.010057211683227941	1.8415554691303435	10.0
g00679.nucleotide	0.023727719096164314	0.019736071678312733	-0.6263471536399927	39.42781316348195
g01214.nucleotide	0.01080707420477098	0.009712202267346837	-0.37182700727379886	40.80990825688073
g00724.nucleotide	0.007099767850405044	0.00827567494234161	0.6458537923036866	18.0
g00511.nucleotide	0.025507995325599057	0.012835830134951098	-1.8042714038028416	40.97715736040609
g01815.nucleotide	None	None	None	None
g00543.nucleotide	0.014472682361078055	0.01480101782552574	0.08361087249954834	40.81182147165259
g01351.nucleotide	None	None	None	None
g02112.nucleotide	0.012264564169951819	0.013888888888888888	0.5778152543564649	9.0
g00212.nucleotide	0.007824108153439398	0.006309498992425821	-0.6847175391453203	41.0
g02074.nucleotide	0.0	0.0	None	2.0
g00716.nucleotide	0.015786407298275504	0.017794041111829247	0.4580700462533606	38.80667433831991
g00081.nucleotide	0.00526702923460781	0.005482652009618687	0.13751216436080144	41.0
g00190.nucleotide	0.02359838420500304	0.018739357103560297	-0.7499064635377184	41.0
g02348.nucleotide	None	None	None	None
g01114.nucleotide	0.03282828282828283	0.03282828282828283	None	2.0
g00203.nucleotide	0.008246544147499927	0.008682655071676065	0.18458956651854352	40.99442896935933
g01329.nucleotide	None	None	None	None
g02057.nucleotide	None	None	None	None
g01326.nucleotide	0.00658594072906316	0.0066608011474421965	0.03942122233399461	39.89134125636672
g01845.nucleotide	None	None	None	None
g01720.nucleotide	None	None	None	None
g00747_2.nucleotide	None	None	None	None
g01510.nucleotide	None	None	None	None
g00189.nucleotide	0.005898408133393604	0.004906260419071065	-0.5650068745956488	41.0
g00380.nucleotide	0.022695116184714946	0.02324053449035972	0.08834551452898161	39.90594059405941
g00940.nucleotide	0.017199478656106527	0.005409126671911882	-2.4752728588670974	41.0
g02048.nucleotide	None	None	None	None
g02042.nucleotide	0.004848484848484849	0.0044444444444444444	-0.709896167879475	4.0
g00467_1.nucleotide	0.01773086429901666	0.01749033089815213	-0.04626733158234779	40.0
g02346.nucleotide	None	None	None	None
g00769_1.nucleotide	0.040112596762843074	0.03908045977011491	-0.14912962518319053	6.932758620689655
g00849_1.nucleotide	0.005163679097010128	0.0025808281338627337	-1.7459116989527081	40.99767441860465
g00186.nucleotide	0.007843670590948626	0.004426177091069652	-1.5795632626791907	40.261045987376015
g00152.nucleotide	0.0033011924051655588	0.0017477378163612148	-1.4933592153835313	41.0
g02204.nucleotide	None	None	None	None
g00532_2.nucleotide	None	None	None	None
g00248.nucleotide	0.014812569254671283	0.016195842338170223	0.3379193890746426	37.879746835443036
g00613.nucleotide	0.028518183631161216	0.028405973788479127	-0.014500380218853208	35.0
g00903.nucleotide	0.022500663614830538	0.014368893543479462	-1.3886800195588527	29.0
g00709.nucleotide	0.018530499646807044	0.007812365838648078	-2.1637476752320732	32.340085287846485
g02120.nucleotide	None	None	None	None
g00781_1.nucleotide	0.009078992695115277	0.005790077131540543	-1.1909532225219737	39.951219512195124
g01120_1.nucleotide	0.002874460749494059	0.0011777663951577	-1.519868737392484	38.15217391304348
g00614_1.nucleotide	0.020603384841795438	0.020603384841795438	None	2.0
g02012.nucleotide	0.0011151277500059055	0.0007039031429275333	-0.6411239852092072	22.0
g02249.nucleotide	0.010427739487683337	0.013320483280160701	1.0071652155817983	40.0
g01841.nucleotide	None	None	None	None
g02283.nucleotide	0.01307966433389615	0.00916581599336875	-1.0935681620801894	39.346280447662934
g00959.nucleotide	0.05032287013515279	0.023105069098482995	-2.007850517362864	40.0
g00147.nucleotide	0.026105881595645645	0.022778116086022884	-0.46278003922641353	41.0
g01868.nucleotide	0.007645467532728655	0.005875199777638802	-0.713136288661857	40.0
g01040_1.nucleotide	0.0037105751391465678	0.002721088435374149	-2.4142434484888744	4.01360544217687
g00217.nucleotide	0.0038509727372805836	0.0024482982472410282	-1.1312498398995547	41.0
g01185.nucleotide	0.012070275329309566	0.01121035154013512	-0.21516072210907147	40.91549295774648
g02289.nucleotide	0.018178819050762803	0.022897348663545716	0.9676023970375103	35.96997998665777
g00748.nucleotide	0.0071627629504536355	0.010167690918454776	1.4714161983311693	29.126582278481013
g02363.nucleotide	0.0006479074511058315	0.00028860028860028844	-1.4567564605043424	21.0
g01588.nucleotide	None	None	None	None
g01238_2.nucleotide	None	None	None	None
g02115.nucleotide	0.0017026303867674038	0.0007062146892655367	-1.1622127995440306	16.0
g00509_2.nucleotide	None	None	None	None
g00418.nucleotide	0.1260498963160734	0.18836256480562275	2.325994987609501	11.694227769110764
g00526.nucleotide	0.021502646850286387	0.013460970760468607	-1.3211889375094605	40.62
g00037.nucleotide	0.004442130832915761	0.0022500356582513203	-1.5326399319836843	40.99561403508772
g01247.nucleotide	0.003968905284097159	0.0034944009817456665	-0.4061399331295661	40.97861635220126
g00832.nucleotide	0.12267636046163015	0.29829389102916676	4.9628230577747745	79.0
g00909.nucleotide	0.05688888888888889	0.05688888888888889	None	2.0
g01324.nucleotide	None	None	None	None
g00864.nucleotide	0.05630026809651475	0.056300268096514776	None	3.0
g00325.nucleotide	0.0327705858873978	0.028142761120998925	-0.5246694138880721	37.51055276381909
g01617.nucleotide	None	None	None	None
g01937.nucleotide	0.006071566420768227	0.00825082508250825	1.5203798200909757	9.0
g00759.nucleotide	0.13779904306220098	0.16076555023923425	1.2706393013257422	4.880382775119617
g00429_2.nucleotide	0.0159870980299527	0.007913646714081932	-1.838000529738044	40.95910780669145
g00210.nucleotide	0.011699825562614702	0.011710535033173384	0.0032207153122283216	40.81140861466822
g00413.nucleotide	0.024390084860566617	0.02105840809314755	-0.5139308551532253	31.985798816568046
g02230.nucleotide	None	None	None	None
g00815_2.nucleotide	None	None	None	None
g01430.nucleotide	None	None	None	None
g00654.nucleotide	0.021258697179632222	0.013981230869989397	-1.2795418443553532	39.224699221514506
g01363.nucleotide	None	None	None	None
g01640.nucleotide	0.005762208986063875	0.007244008714596947	0.8197159903771145	40.0
g00953.nucleotide	0.010558692558417114	0.01285814116002795	1.36791351186477	6.0
g00559.nucleotide	0.026712298627020424	0.03374149659863945	1.072934976407873	21.0
g01735.nucleotide	None	None	None	None
g00818.nucleotide	0.029451137884872823	0.029451137884872827	None	3.0
g01346.nucleotide	0.0025545493216189	0.0019070561075981126	-1.0935495367755441	10.0
g01933.nucleotide	0.0	0.0	None	2.0
g00569.nucleotide	0.026460247320068617	0.023472285130913765	-0.41475889257514587	39.691235059760956
g00327_2.nucleotide	0.1273278583789528	0.18858473112396953	1.9940607443869818	20.987716763005782
g00008.nucleotide	0.00296520159715287	0.0015600966820479018	-1.3120998139299187	40.45945945945946
g02180.nucleotide	None	None	None	None
g02166.nucleotide	None	None	None	None
g01916.nucleotide	None	None	None	None
g00191.nucleotide	0.00806513851549321	0.008248024733768466	0.08039402465405522	41.0
g00703.nucleotide	0.01103519153364988	0.010053625571186216	-0.3221987010737415	33.98740818467996
g01077.nucleotide	0.02499769423187986	0.018393459303564463	-0.9855157546282214	36.59084084084084
g00963.nucleotide	0.10599415204678363	0.10599415204678377	None	3.0
g00982.nucleotide	0.01886691119655825	0.01573317660887451	-0.5977178540203208	40.82650602409639
g00957.nucleotide	0.01824442644536853	0.012640382317801669	-1.4995351839543651	10.191397849462366
g01663.nucleotide	None	None	None	None
g01173.nucleotide	0.036226415094339624	0.030188679245283012	-1.2053854355101754	5.0
g02087.nucleotide	0.0012129432309638736	0.00026298487836949353	-1.126360347564059	39.0
g00538.nucleotide	0.03955070400253125	0.03433001107419712	-0.7482420851963171	6.988372093023256
g00286.nucleotide	0.004823233083126933	0.004239059781535051	-0.41335376581919175	38.50823529411765
g00734_2.nucleotide	None	None	None	None
g01105.nucleotide	0.009411721702780736	0.005898401265891855	-1.2139691804382389	41.0
g00647.nucleotide	0.0249967710880602	0.03551822573561704	1.4479589807041122	33.0
g00389.nucleotide	0.037726060206904825	0.049805151601558774	1.2896199246013518	21.0
g01963.nucleotide	None	None	None	None
g00519.nucleotide	0.10583503877618189	0.1614566663110349	2.3660911485755483	13.990291262135923
g00796_2.nucleotide	None	None	None	None
g01011.nucleotide	0.05260770975056689	0.05260770975056689	None	3.0
g00229.nucleotide	0.008069057436054674	0.005190371958664642	-1.2756903779620197	40.92142857142857
g01403.nucleotide	0.0	0.0	None	3.0
g01272.nucleotide	0.07773384961926309	0.0237518415452608	-2.5914900417641658	40.993288590604024
g00496.nucleotide	0.07478453038674034	0.08773480662983432	1.3187553985362623	5.0
g00397_2.nucleotide	None	None	None	None
g01849.nucleotide	None	None	None	None
g00125.nucleotide	0.0078045061923175925	0.005006644091045481	-1.2964226662663496	40.999560632688926
g00710_1.nucleotide	0.022653721682847898	0.022653721682847898	None	2.0
g01293.nucleotide	0.0155731400721522	0.009188204718930974	-1.492427365143339	40.0
g00581.nucleotide	0.015937823299052536	0.011377199100984269	-1.0210458030909775	23.0
g00253.nucleotide	0.00827844872724778	0.008583330374788463	0.1329823219121047	41.0
g01307.nucleotide	0.002912505817353574	0.0023624392285649886	-0.6347274855530435	28.999183006535947
g00546_1.nucleotide	0.018018987376094493	0.018599415068938294	0.11864140490085294	40.0
g01017.nucleotide	0.009898605362050054	0.013732741005468284	1.3500506037780162	37.0
g01532.nucleotide	0.007515176463109375	0.00931919683209673	0.8202428449957644	37.188235294117646
g01251.nucleotide	0.023858447643533016	0.018497856056065253	-0.8288356367009698	41.0
g01758.nucleotide	None	None	None	None
g01125_1.nucleotide	0.013568521031207599	0.012437810945273632	-0.8337875897493725	4.0
g00729.nucleotide	0.011597013319520537	0.007242599143548686	-1.312891073413618	41.0
g01626.nucleotide	None	None	None	None
g00632.nucleotide	0.018389991537539393	0.010272885517736778	-1.582483719286777	25.76140350877193
g01264.nucleotide	0.28051001821493626	0.28051001821493826	None	2.9959016393442623
g01759.nucleotide	None	None	None	None
g01263.nucleotide	0.025889738979245132	0.01439720789925987	-1.6427609256587863	40.0
g00309.nucleotide	0.0035252552380953483	0.002494205937534488	-0.8680806089857591	41.0
g00251.nucleotide	0.007886996966020235	0.009268292682926829	0.6143862301662274	40.8962962962963
g00725_2.nucleotide	None	None	None	None
g00452.nucleotide	0.03968203497615263	0.03889772125066246	-0.1492329605750309	4.874403815580286
g02224.nucleotide	None	None	None	None
g00173.nucleotide	0.007011732668571648	0.007463414634146339	0.20949148593295522	41.0
g01606.nucleotide	None	None	None	None
g00066.nucleotide	0.007802679527449265	0.008464822392935356	0.28497486629919744	40.116883116883116
g01565.nucleotide	None	None	None	None
g00750.nucleotide	0.017175988803855884	0.02106654884432663	0.8198174882464417	36.48290598290598
g00680_1.nucleotide	0.022831051667616866	0.01810585471194165	-0.7598228366650642	40.36307961504812
g02065.nucleotide	None	None	None	None
g00243.nucleotide	0.017154086039319016	0.018993063325128658	0.3883944954023535	41.0
g00617.nucleotide	0.05597556188883391	0.049025237800748	-0.6392781655859656	9.217068645640074
g01372.nucleotide	0.004030253599395533	0.003647130647130647	-0.3104710458891818	39.98571428571429
g01020.nucleotide	0.0903954802259887	0.0903954802259887	None	2.0
g01779.nucleotide	None	None	None	None
g00699.nucleotide	0.0379930812018216	0.024352112837962934	-1.326792181481791	39.533622559652926
g00772.nucleotide	0.024320495858421325	0.0171184009061925	-1.0618307337618196	40.30852994555354
g01817.nucleotide	None	None	None	None
g01385.nucleotide	0.0052102213477590665	0.004798320587794272	-0.32610845062318716	14.0
g01996.nucleotide	0.0	0.0	None	2.0
g01171.nucleotide	0.014956741996500537	0.008424429966278766	-1.6466936218754278	36.094062316284536
g02182.nucleotide	0.01542766305414489	0.014287879821429915	-0.2747587136375161	40.0
g00053.nucleotide	0.009605113244618695	0.008063606749081185	-0.5848647293410237	41.0
g02152.nucleotide	0.0	0.0	None	2.0
g00294.nucleotide	0.0037650774345903103	0.003735799868722165	-0.024150889468115902	40.72490706319702
g00528.nucleotide	0.2256782066002834	0.2889612739775611	1.3988718337604653	9.93485342019544
g01290.nucleotide	0.0051579626047711154	0.005122143420015761	-0.07003824308189101	4.0
g02001.nucleotide	None	None	None	None
g00051.nucleotide	0.008354578303151339	0.007142705254428306	-0.5088608927602187	41.0
g01162.nucleotide	0.026515151515151516	0.024305555555555556	-0.8453234039856355	4.0
g00371.nucleotide	0.1317619185013774	0.2363612380232878	2.529784649443342	56.26315789473684
g01407.nucleotide	0.008234600561717396	0.00768622131796089	-0.329230636585552	9.0
g01003.nucleotide	0.007238630404983053	0.0021367521367521365	-2.3668586035238564	40.0
g02040.nucleotide	None	None	None	None
g00316_2.nucleotide	0.3757720229710695	0.4110051648788258	0.9851804579388307	3.5232419547079856
g02011.nucleotide	None	None	None	None
g01749.nucleotide	0.009042235639669466	0.008941485864562787	-0.03639012718298087	40.0
g00961.nucleotide	0.015518394648829432	0.01939799331103679	1.8677274418665748	5.0
g00645.nucleotide	0.12275586926499923	0.16612960973863236	2.0325619256134813	7.0
g01487.nucleotide	None	None	None	None
g01929.nucleotide	None	None	None	None
g01608.nucleotide	0.0	0.0	None	15.0
g01230.nucleotide	0.008000800080008003	0.00612918434700613	-1.2547184060550418	8.0
g00555_2.nucleotide	None	None	None	None
g01269.nucleotide	0.009172086648914092	0.0031842781906876814	-2.330480249742273	40.78206026629292
g01227.nucleotide	0.022870422457279344	0.025649301745099266	0.7110560604845486	7.0
g00681.nucleotide	0.11492178098676294	0.11492178098676326	None	3.0
g01447.nucleotide	0.011781086523845517	0.010259265604477185	-0.45743308796799265	40.0
g00671.nucleotide	0.039825128757935084	0.04949102829537614	1.3200649020864572	8.140217391304347
g00429_1.nucleotide	0.014082636076962465	0.011385074532342188	-0.7020876476813895	40.933164556962026
g01674.nucleotide	None	None	None	None
g00427_4.nucleotide	0.11174242424242424	0.10879629629629631	-0.2748475336652776	4.0
g00740_2.nucleotide	None	None	None	None
g00252.nucleotide	0.017858037303107192	0.009266654379390149	-1.750406236640077	41.0
g01137.nucleotide	0.08020265196834801	0.11509492685963274	2.1485435110138833	10.0
g01904.nucleotide	None	None	None	None
g00870.nucleotide	0.027828400900345225	0.020308574889985526	-0.9969311519315108	41.0
g01147.nucleotide	0.02898542399145616	0.0159385391583534	-1.7886979407625154	19.0
g00939.nucleotide	0.059880239520958084	0.059880239520958084	None	2.0
g01978.nucleotide	0.0	0.0	None	2.0
g01563.nucleotide	None	None	None	None
g02156.nucleotide	None	None	None	None
g00838.nucleotide	0.009030043442193929	0.006859691075282535	-0.8753474133865629	40.97657213316893
g01974.nucleotide	None	None	None	None
g01973.nucleotide	0.0	0.0	None	6.0
g01091.nucleotide	0.008130081300813009	0.008130081300813007	None	3.0
g02140.nucleotide	None	None	None	None
g01612.nucleotide	None	None	None	None
g01791.nucleotide	None	None	None	None
g00561_2.nucleotide	None	None	None	None
g02179.nucleotide	0.009819474167426855	0.007702048519957746	-0.8022675419823265	38.44092057255122
g00626.nucleotide	0.02956549125474442	0.018280551628593992	-1.3701309380897968	39.0
g01607.nucleotide	None	None	None	None
g01238_1.nucleotide	0.010453326312814764	0.013565258052433558	1.0836959166939624	39.0
g02160.nucleotide	None	None	None	None
g01789.nucleotide	None	None	None	None
g01042.nucleotide	0.01289134438305709	0.01289134438305709	None	2.0
g01195.nucleotide	0.044444444444444446	0.044444444444444446	None	3.0
g01753.nucleotide	0.0	0.0	None	2.0
g01215.nucleotide	0.02292341096914458	0.013569768776249483	-1.5256150096626304	39.396212402525066
g00246.nucleotide	0.007199432149615186	0.003906732136628298	-1.5587590904841875	41.0
g01252.nucleotide	0.016243396143409222	0.018870142554353084	0.5912656004350881	40.84041184041184
g00328.nucleotide	0.11320262247435353	0.0920064909388752	-0.7031759741430461	34.736654804270465
g00273.nucleotide	0.005992933904762092	0.003051907442151345	-1.2417862861137567	41.0
g00987.nucleotide	0.012119044118518897	0.0126317374284854	0.14863423832708833	40.974074074074075
g01033.nucleotide	0.02679454253401518	0.010135399950214754	-2.286494673429513	36.236111111111114
g00605.nucleotide	0.03612571590675588	0.03456393626602416	-0.1631865051956755	36.101815823605705
g01665.nucleotide	None	None	None	None
g00532_1.nucleotide	0.013165495091358741	0.012985124237499063	-0.05051121119616686	40.37768421052632
g00663.nucleotide	0.02239923412520134	0.015164509212838307	-1.1889846940786213	40.992068737607404
g01764.nucleotide	None	None	None	None
g01658.nucleotide	None	None	None	None
g01460.nucleotide	None	None	None	None
g00209.nucleotide	0.014875808987221958	0.01568296699198466	0.1985314993683662	40.99942660550459
g00038.nucleotide	0.012301646160945668	0.014679044972027558	0.7104377253784637	39.82155635062612
g00910.nucleotide	0.010007825396712432	0.007617327734383494	-0.8458798844353915	40.983942908117754
g02248.nucleotide	0.012522408806827473	0.010490645284459713	-0.5927478111565843	40.0
g00741.nucleotide	0.014586439749303575	0.012066293554262886	-0.6320939279404537	31.557377049180328
g00435.nucleotide	0.019477035190476798	0.01657288064294087	-0.5425082871897432	40.735347985347985
g00986.nucleotide	0.009581249609228338	0.00509619754582639	-1.617234941359082	41.0
g01718.nucleotide	None	None	None	None
g00576.nucleotide	0.007303424842541639	0.005800428527701254	-0.9478871480499365	9.727272727272727
g02260.nucleotide	0.015070315293570512	0.010667873023380188	-1.0827195130993048	37.27261833433194
g01694.nucleotide	0.014195333319206594	0.004637971304637973	-2.3586180901192693	37.0
g00342.nucleotide	0.162685007244037	0.16349777428885914	0.01874303482877383	31.525862068965516
g01905.nucleotide	None	None	None	None
g00171.nucleotide	0.004471548917901958	0.003937615535095748	-0.4042199239398554	40.99926416482708
g02246.nucleotide	0.005110732538330494	0.005110732538330494	None	2.0
g02300.nucleotide	0.006448399625432295	0.0032739585942065295	-1.7785831917762578	33.0
g00810_1.nucleotide	0.045307443365695796	0.045307443365695796	None	2.0
g00059.nucleotide	0.004640296785191965	0.004192471391798556	-0.3159409164338986	41.0
g00764.nucleotide	0.017254901960784316	0.015904139433551203	-0.5804881448198572	4.882352941176471
g02305.nucleotide	None	None	None	None
g00621.nucleotide	0.01945955692298997	0.026271575520947558	1.2383737104226253	37.666666666666664
g01910.nucleotide	None	None	None	None
g00011.nucleotide	0.005564867197279086	0.003048780487804878	-1.2000238080429435	41.0
g02320.nucleotide	None	None	None	None
g02045.nucleotide	0.0	0.0	None	2.0
g00168.nucleotide	0.009539772338192717	0.006022896963663514	-1.1301521164376414	41.0
g01153.nucleotide	0.010096793421061422	0.005893155828639698	-1.358503326839194	30.456666666666667
g02262.nucleotide	None	None	None	None
g00162.nucleotide	0.018977624031746625	0.011913696060037518	-1.346077804531484	41.0
g01309.nucleotide	0.0008210180623973727	0.0008210180623973727	None	2.0
g01082.nucleotide	0.011982133782663352	0.00889967637540453	-1.3219248244054496	7.714563106796117
g00622.nucleotide	0.0229404617253949	0.027232926382379615	1.4235533549076536	5.026731470230863
g00165.nucleotide	0.002609363566188279	0.003722721437740693	1.175280344965625	41.0
g00955_2.nucleotide	None	None	None	None
g02165.nucleotide	None	None	None	None
g00938.nucleotide	0.08808808808808809	0.08808808808808809	None	2.0
g00354.nucleotide	0.01898514558837598	0.01109726104092733	-1.5588680830318093	38.22066014669927
g00327_1.nucleotide	0.14440743681344484	0.16122884249652455	0.478427838195523	21.773294908741594
g02089.nucleotide	None	None	None	None
g01070.nucleotide	0.023005565862708723	0.026839826839826837	0.951901527372345	7.0
g01117.nucleotide	0.018454981197157057	0.028132678132678134	2.3373525100195285	11.0
g01584.nucleotide	0.01039664006997104	0.012599854756717498	0.9893462887731874	10.0
g00100.nucleotide	0.004819060253313847	0.003063448160254798	-1.1168224665927977	40.99484536082474
g01109.nucleotide	0.013241379310344829	0.011034482758620687	-1.2053854355101754	5.0
g01824.nucleotide	None	None	None	None
g00411_2.nucleotide	None	None	None	None
g01930.nucleotide	0.0	0.0	None	2.0
g02050.nucleotide	None	None	None	None
g01610.nucleotide	None	None	None	None
g02005.nucleotide	None	None	None	None
g01210.nucleotide	0.006945116247422898	0.005588525423902374	-0.7122683317402613	40.988781079442084
g00436.nucleotide	0.07768166360852954	0.020905455176621117	-2.722022052487601	40.9156976744186
